trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
6,1612,3.34,8,6,5,0.010545905707196,0.002071960297767,0.470588235294118,0
4,1570,55.17,5,8,1,0.015923566878981,0.035140127388535,0.2,0
5,859,62.57,2,8,1,0.009313154831199,0.072840512223516,0.25,0
2,1671,91.2,1,5,3,0.008378216636744,0.054578096947935,0.071428571428571,0
6,1015,98.75,7,2,1,0.006896551724138,0.097290640394089,1,0
5,1308,15.42,10,4,1,0.019113149847095,0.011788990825688,0.4,0
6,293,29.09,9,3,0,0.027303754266212,0.099283276450512,1.125,0
3,845,92.07,6,6,3,0.004733727810651,0.108958579881657,1.5,0
4,575,70.21,2,4,2,0.045217391304348,0.122104347826087,0.076923076923077,0
2,1663,63.73,5,6,4,0.003006614552014,0.038322309079976,1,0
6,1809,29.84,6,6,1,0.005527915975677,0.016495301271421,0.6,0
5,1408,66.63,4,0,1,0.020596590909091,0.047322443181818,0.137931034482759,0
1,1554,37.7,10,4,2,0.00965250965251,0.024259974259974,0.666666666666667,0
5,6,84.32,10,6,2,4.83333333333333,14.0533333333333,0.344827586206897,0
5,568,52.08,11,6,4,0.01056338028169,0.09169014084507,1.83333333333333,0
4,1299,43.15,1,3,3,0.004618937644342,0.033217859892225,0.166666666666667,0
2,93,85.04,2,3,4,0.032258064516129,0.914408602150538,0.666666666666667,0
3,1263,52.29,1,7,1,0.015043547110055,0.041401425178147,0.052631578947368,0
5,1590,45.56,11,1,2,0.00125786163522,0.028654088050315,5.5,0
4,109,39.02,3,0,4,0.055045871559633,0.357981651376147,0.5,0
6,1547,89.09,9,5,0,0.017453135100194,0.057588881706529,0.333333333333333,0
3,1233,49.14,2,4,3,0.016220600162206,0.03985401459854,0.1,0
5,1267,14.58,6,0,2,0.016574585635359,0.011507498026835,0.285714285714286,0
2,1465,33.97,3,10,5,0.008191126279863,0.02318771331058,0.25,0
5,487,83.51,2,6,5,0.028747433264887,0.171478439425051,0.142857142857143,0
5,1440,78.98,7,2,4,0.0125,0.054847222222222,0.388888888888889,0
4,1399,26.46,2,2,4,0.019299499642602,0.01891350964975,0.074074074074074,0
6,510,31.96,10,4,3,0.005882352941176,0.062666666666667,3.33333333333333,0
1,581,58.38,4,1,1,0.027538726333907,0.100481927710843,0.25,0
5,1124,19.13,5,0,5,0.006227758007117,0.017019572953737,0.714285714285714,0
6,378,2.36,9,5,2,0.052910052910053,0.006243386243386,0.45,0
1,1758,19.32,0,7,5,0.016496018202503,0.01098976109215,0,1
6,1348,46.94,0,2,1,0.017062314540059,0.034821958456973,0,0
5,999,14.99,6,1,5,0.012012012012012,0.015005005005005,0.5,0
3,1585,2.88,10,0,1,0.013249211356467,0.001817034700315,0.476190476190476,0
3,1239,47.75,9,1,4,0.004842615012107,0.038539144471348,1.5,0
5,1793,27.96,11,10,3,0.000557724484105,0.015593976575572,11,0
3,1143,93.66,1,5,5,0.008748906386702,0.081942257217848,0.1,0
5,992,84.02,7,4,1,0.014112903225807,0.084697580645161,0.5,0
3,1327,66.84,10,1,2,0.012810851544838,0.050369253956292,0.588235294117647,0
4,422,60.74,10,5,1,0.049763033175356,0.1439336492891,0.476190476190476,0
5,1604,16.06,9,1,1,0.008728179551122,0.01001246882793,0.642857142857143,0
4,1280,21.81,3,3,3,0.0203125,0.0170390625,0.115384615384615,0
3,1413,89.85,2,4,4,0.021231422505308,0.063588110403397,0.066666666666667,0
5,255,28.54,8,6,5,0.109803921568627,0.111921568627451,0.285714285714286,0
3,1207,54.2,6,6,3,0.003314001657001,0.044904722452361,1.5,0
5,1477,84.26,9,1,2,0.006093432633717,0.057048070412999,1,0
1,839,41.75,10,2,2,0.034564958283671,0.049761620977354,0.344827586206897,1
3,1786,23.13,6,7,0,0.01063829787234,0.012950727883539,0.315789473684211,0
1,1654,36.28,8,7,5,0.015114873035067,0.021934703748489,0.32,1
1,779,40.17,0,3,5,0.002567394094994,0.051566110397946,0,0
2,612,29.17,10,7,3,0.014705882352941,0.047663398692811,1.11111111111111,0
1,1158,99.82,10,10,0,0.022452504317789,0.086200345423143,0.384615384615385,1
5,55,19.74,3,3,0,0.109090909090909,0.358909090909091,0.5,0
2,554,70.78,6,0,0,0.010830324909747,0.127761732851986,1,0
2,1487,28.62,7,6,2,0.000672494956288,0.019246805648958,7,0
2,1055,11.61,11,4,4,0.007582938388626,0.011004739336493,1.375,0
1,827,83.7,5,10,4,0.010882708585248,0.101209189842805,0.555555555555556,0
6,713,55.97,1,8,4,0.025245441795231,0.078499298737728,0.055555555555556,0
6,12,82.71,10,9,5,1.33333333333333,6.8925,0.625,0
2,1673,49.83,7,2,0,0.010161386730424,0.029784817692768,0.411764705882353,0
2,1818,57.67,2,4,1,0.013751375137514,0.031721672167217,0.08,0
6,1386,34.99,6,6,4,0.011544011544012,0.02524531024531,0.375,0
2,1797,31.25,1,1,3,0.011129660545353,0.017390094602115,0.05,0
5,4,53.65,11,5,4,1.5,13.4125,1.83333333333333,0
3,1486,16.84,0,10,3,0.010094212651413,0.011332436069987,0,0
6,128,63.32,5,4,4,0.2265625,0.4946875,0.172413793103448,0
3,1569,74.73,9,2,2,0.01402166985341,0.047629063097514,0.409090909090909,0
3,1370,63.26,4,6,5,0.013138686131387,0.046175182481752,0.222222222222222,0
6,539,11.89,3,4,5,0.044526901669759,0.022059369202226,0.125,0
6,958,39.12,4,4,2,0.024008350730689,0.040835073068894,0.173913043478261,0
6,1253,8.35,6,10,2,0.000798084596967,0.006664006384677,6,0
1,834,77.9,2,10,4,0.031175059952038,0.093405275779377,0.076923076923077,1
4,1178,55.11,3,2,5,0.025466893039049,0.046782682512733,0.1,0
4,115,18.32,7,6,1,0.2,0.159304347826087,0.304347826086957,0
1,551,78.39,7,1,3,0.02540834845735,0.142268602540835,0.5,0
3,1708,97.51,8,5,0,0.015807962529274,0.057090163934426,0.296296296296296,0
6,868,30.14,10,5,5,0.034562211981567,0.034723502304148,0.333333333333333,0
6,406,9.3,11,8,2,0.012315270935961,0.022906403940887,2.2,0
1,781,11.84,10,3,4,0.007682458386684,0.015160051216389,1.66666666666667,0
4,641,59.07,2,4,5,0.02808112324493,0.092152886115445,0.111111111111111,0
3,113,90.02,3,8,0,0.247787610619469,0.796637168141593,0.107142857142857,0
6,833,46.81,0,0,2,0.036014405762305,0.056194477791116,0,0
5,1330,15.04,4,1,4,0.003759398496241,0.011308270676692,0.8,0
6,85,25.74,5,2,3,0.094117647058824,0.302823529411765,0.625,0
6,1086,59.42,5,4,1,0.023941068139963,0.054714548802947,0.192307692307692,0
3,1566,46.52,1,7,1,0.005108556832695,0.02970625798212,0.125,0
3,685,43.75,2,10,4,0.004379562043796,0.063868613138686,0.666666666666667,0
6,1301,88.47,5,1,0,0.015372790161414,0.068001537279016,0.25,0
2,860,54.66,5,7,2,0.008139534883721,0.063558139534884,0.714285714285714,0
1,1578,0.07,2,3,0,0.013941698352345,4.43599493029151E-05,0.090909090909091,0
6,649,43.34,9,3,3,0.01386748844376,0.066779661016949,1,0
2,57,21.62,2,4,5,0.017543859649123,0.379298245614035,2,0
1,1321,13.94,6,1,4,0.021196063588191,0.010552611657835,0.214285714285714,1
5,303,75.72,11,3,4,0.00990099009901,0.24990099009901,3.66666666666667,0
5,1271,94.65,8,1,0,0.008654602675059,0.074468922108576,0.727272727272727,0
4,1008,11.85,3,2,2,0.005952380952381,0.011755952380952,0.5,0
5,1189,51.39,0,1,2,0.023549201009252,0.043221194280908,0,0
3,1170,19.81,4,10,2,0.025641025641026,0.016931623931624,0.133333333333333,0
4,15,45.41,1,5,0,2,3.02733333333333,0.033333333333333,0
2,573,27.9,11,6,3,0.020942408376963,0.04869109947644,0.916666666666667,0
1,970,6.14,3,3,1,0.010309278350516,0.006329896907217,0.3,0
5,905,78.06,1,1,0,0.011049723756906,0.086254143646409,0.1,0
3,108,56.45,10,5,2,0.175925925925926,0.522685185185185,0.526315789473684,0
6,335,91.16,10,7,1,0.005970149253731,0.272119402985075,5,0
2,67,71.46,11,6,2,0.08955223880597,1.0665671641791,1.83333333333333,0
6,1206,91.77,3,4,0,0.002487562189055,0.076094527363184,1,0
5,171,50.12,4,3,0,0.08187134502924,0.293099415204678,0.285714285714286,0
2,1743,99.28,11,9,3,0.014916810097533,0.056959265633964,0.423076923076923,1
5,236,96.43,7,10,4,0.063559322033898,0.408601694915254,0.466666666666667,0
3,1268,73.31,7,6,4,0.014195583596215,0.057815457413249,0.388888888888889,0
4,1415,42.2,9,5,4,0.002826855123675,0.02982332155477,2.25,0
5,391,56.9,4,9,4,0.069053708439898,0.145524296675192,0.148148148148148,0
5,765,53.32,6,10,0,0.023529411764706,0.069699346405229,0.333333333333333,0
4,704,77.63,0,2,2,0.007102272727273,0.110269886363636,0,0
3,1358,80.39,6,1,3,0.005154639175258,0.05919734904271,0.857142857142857,0
1,44,19.69,1,4,4,0.318181818181818,0.4475,0.071428571428571,0
5,1340,23.53,5,7,2,0.015671641791045,0.017559701492537,0.238095238095238,0
2,810,22.5,9,7,3,0.01358024691358,0.027777777777778,0.818181818181818,0
1,1602,30.86,3,9,4,0.012484394506866,0.019263420724095,0.15,1
1,871,89.92,2,5,5,0.002296211251435,0.103237657864524,1,0
4,1160,98.4,9,2,4,0.017241379310345,0.084827586206897,0.45,0
2,144,75.04,9,9,0,0.159722222222222,0.521111111111111,0.391304347826087,0
6,1803,86.5,0,7,5,0.005546311702718,0.047975596228508,0,0
1,1582,51.93,5,0,2,0.017699115044248,0.032825537294564,0.178571428571429,1
2,320,7.02,8,4,4,0.04375,0.0219375,0.571428571428571,0
3,492,43.66,10,6,4,0.052845528455285,0.088739837398374,0.384615384615385,0
4,29,84.08,1,0,4,0.724137931034483,2.89931034482759,0.047619047619048,0
1,880,78.36,9,9,3,0.027272727272727,0.089045454545455,0.375,1
4,1734,17.43,0,0,2,0.012110726643599,0.010051903114187,0,0
5,1821,0.99,0,3,2,0.008237232289951,0.000543657331137,0,0
6,1470,6.96,5,1,1,0.014965986394558,0.004734693877551,0.227272727272727,0
6,1300,19.11,1,0,1,0.015384615384615,0.0147,0.05,0
3,1557,82.33,3,7,4,0.003211303789338,0.052877328195247,0.6,0
5,550,76.36,11,1,3,0.036363636363636,0.138836363636364,0.55,0
3,1505,64.78,2,0,0,0.017940199335548,0.043043189368771,0.074074074074074,0
4,168,62.96,1,9,3,0.166666666666667,0.374761904761905,0.035714285714286,0
1,400,48.95,11,9,1,0.0225,0.122375,1.22222222222222,0
2,237,98.15,10,4,2,0.059071729957806,0.414135021097046,0.714285714285714,0
6,1411,55.87,2,5,4,0.020552799433026,0.039596031183558,0.068965517241379,0
6,165,8.63,5,5,1,0.121212121212121,0.05230303030303,0.25,0
3,1157,59.42,9,5,2,0.025929127052723,0.051356957649093,0.3,0
5,1054,98.45,8,2,4,0.019924098671727,0.093406072106262,0.380952380952381,0
6,934,15.69,9,10,2,0.0203426124197,0.016798715203426,0.473684210526316,0
3,803,74.57,8,4,3,0.004981320049813,0.092864259028643,2,0
2,1071,86.49,11,4,3,0.018674136321195,0.080756302521008,0.55,0
6,1055,74.87,10,3,0,0.018009478672986,0.07096682464455,0.526315789473684,0
5,1122,1.79,6,5,1,0.016042780748663,0.001595365418895,0.333333333333333,0
2,546,56.21,8,4,5,0.018315018315018,0.102948717948718,0.8,0
6,775,38.3,2,3,2,0.00258064516129,0.04941935483871,1,0
3,298,99.73,2,7,3,0.087248322147651,0.334664429530201,0.076923076923077,0
3,1176,21.93,3,10,4,0.004251700680272,0.018647959183674,0.6,0
1,474,65.46,3,10,5,0.046413502109705,0.138101265822785,0.136363636363636,0
1,966,47.98,10,4,1,0.008281573498965,0.049668737060041,1.25,0
1,1286,35.54,5,6,2,0.003888024883359,0.027636080870918,1,0
4,791,78.7,1,6,3,0.030341340075853,0.099494310998736,0.041666666666667,0
3,62,63.44,1,7,3,0.048387096774194,1.02322580645161,0.333333333333333,0
5,636,37.74,2,9,1,0.034591194968554,0.059339622641509,0.090909090909091,0
2,1261,89.41,7,0,0,0.022997620935765,0.070904044409199,0.241379310344828,0
3,944,87.48,3,4,4,0.01271186440678,0.092669491525424,0.25,0
5,589,74.19,10,2,0,0.00339558573854,0.125959252971138,5,0
1,1246,62.61,1,9,4,0.014446227929374,0.050248796147673,0.055555555555556,0
3,851,93.75,2,8,3,0.008225616921269,0.110164512338425,0.285714285714286,0
2,183,83.31,0,10,1,0.060109289617486,0.455245901639344,0,0
2,1502,80.34,10,5,5,0.006657789613848,0.053488681757657,1,0
4,483,30.2,9,2,0,0.002070393374741,0.062525879917184,9,0
5,231,91.23,10,2,2,0.082251082251082,0.394935064935065,0.526315789473684,0
2,1191,39,9,7,4,0.009235936188077,0.032745591939547,0.818181818181818,0
2,1668,50.47,1,5,0,0.011390887290168,0.030257793764988,0.052631578947368,0
1,1004,56.55,11,2,3,0.00597609561753,0.056324701195219,1.83333333333333,0
6,369,66.24,11,8,3,0.046070460704607,0.179512195121951,0.647058823529412,0
1,1672,54.3,6,0,3,0.004186602870813,0.032476076555024,0.857142857142857,0
1,1783,94.84,3,0,4,0.015143017386427,0.053191250701066,0.111111111111111,1
6,1315,98.59,3,7,3,0.002281368821293,0.074973384030418,1,0
2,452,81.76,0,10,3,0.039823008849558,0.180884955752212,0,0
3,100,0.45,2,0,1,0.16,0.0045,0.125,0
6,1079,76.13,10,2,4,0.021316033364226,0.070556070435589,0.434782608695652,0
5,1193,43.56,3,2,3,0.014249790444258,0.036512992455993,0.176470588235294,0
5,1169,35.52,6,1,4,0.02480752780154,0.03038494439692,0.206896551724138,0
2,716,34.24,2,8,4,0.025139664804469,0.047821229050279,0.111111111111111,0
3,1597,11.64,10,2,4,0.006261740763932,0.007288666249217,1,0
2,820,75.59,5,1,0,0.003658536585366,0.092182926829268,1.66666666666667,0
5,1677,88.07,5,7,5,0.017292784734645,0.052516398330352,0.172413793103448,0
1,181,25.95,1,7,1,0.005524861878453,0.143370165745856,1,0
5,287,40.34,1,8,0,0.083623693379791,0.140557491289199,0.041666666666667,0
3,877,67.37,7,3,1,0.029646522234892,0.076818700114025,0.269230769230769,0
2,1803,14.37,11,0,5,0.01552967276761,0.007970049916805,0.392857142857143,1
6,1692,54.07,0,2,0,0.00886524822695,0.031956264775414,0,0
3,152,11.51,8,9,4,0.151315789473684,0.075723684210526,0.347826086956522,0
5,867,74,0,2,4,0.008073817762399,0.085351787773933,0,0
2,1819,60.15,0,7,3,0.016492578339747,0.033067619571193,0,1
6,1269,81.52,3,8,4,0.011820330969267,0.064239558707644,0.2,0
2,1134,26.29,5,6,5,0.024691358024691,0.023183421516755,0.178571428571429,0
2,240,44.13,3,9,1,0.008333333333333,0.183875,1.5,0
2,1400,44.37,10,1,2,0.02,0.031692857142857,0.357142857142857,1
1,832,74.83,6,10,3,0.018028846153846,0.089939903846154,0.4,0
4,1161,58.48,4,0,1,0.010335917312662,0.05037037037037,0.333333333333333,0
6,156,95.6,8,3,0,0.115384615384615,0.612820512820513,0.444444444444444,0
2,1737,62.35,4,0,4,0.008059873344847,0.035895221646517,0.285714285714286,0
2,542,75.82,5,9,1,0.003690036900369,0.139889298892989,2.5,0
1,775,54.85,0,6,3,0.001290322580645,0.070774193548387,0,0
4,1148,88.89,11,2,0,0.008710801393728,0.07743031358885,1.1,0
2,328,2.51,9,9,4,0.076219512195122,0.00765243902439,0.36,0
2,911,92.23,1,3,4,0.019758507135017,0.101240395170143,0.055555555555556,0
3,399,91.32,2,5,5,0.067669172932331,0.228872180451128,0.074074074074074,0
6,100,52.55,7,0,1,0.29,0.5255,0.241379310344828,0
5,1068,41.13,6,1,3,0.008426966292135,0.038511235955056,0.666666666666667,0
3,1054,89.39,5,6,3,0.018975332068311,0.084810246679317,0.25,0
5,1725,22.09,6,0,3,0.011594202898551,0.012805797101449,0.3,0
4,642,50.35,8,4,2,0.026479750778816,0.078426791277259,0.470588235294118,0
5,900,24.74,2,2,2,0.017777777777778,0.027488888888889,0.125,0
5,335,53.72,8,1,0,0.086567164179105,0.160358208955224,0.275862068965517,0
4,499,63.38,0,4,1,0.006012024048096,0.127014028056112,0,0
2,1197,75.33,5,1,0,0.015037593984962,0.062932330827068,0.277777777777778,0
2,820,79.73,7,4,1,0.028048780487805,0.097231707317073,0.304347826086957,0
1,1730,44.92,7,8,3,0.009248554913295,0.025965317919075,0.4375,0
6,1577,80.95,7,4,2,0.003804692454027,0.051331642358909,1.16666666666667,0
4,1176,42.45,6,6,0,0.008503401360544,0.03609693877551,0.6,0
6,785,16.21,4,1,3,0.006369426751592,0.020649681528662,0.8,0
3,1389,98.2,1,4,1,0.01511879049676,0.070698344132469,0.047619047619048,0
2,1142,89.43,6,1,2,0.003502626970228,0.078309982486865,1.5,0
4,1363,27.27,10,7,1,0.001467351430668,0.020007336757153,5,0
4,863,36.16,11,4,0,0.003476245654693,0.041900347624566,3.66666666666667,0
1,421,6.8,9,9,2,0.066508313539192,0.016152019002375,0.321428571428571,1
5,191,95.34,3,10,3,0.120418848167539,0.499162303664921,0.130434782608696,0
5,1553,61.11,0,9,3,0.012878300064392,0.039349645846748,0,0
3,1771,33.98,11,5,0,0.01072840203275,0.019186900056465,0.578947368421053,0
4,1349,54.05,11,10,0,0.00815418828762,0.04006671608599,1,0
4,1146,7.05,1,6,3,0.007853403141361,0.006151832460733,0.111111111111111,0
1,357,54.28,6,10,4,0.044817927170868,0.152044817927171,0.375,0
1,1820,3.41,10,10,1,0.014835164835165,0.001873626373626,0.37037037037037,1
4,1669,9.51,11,0,5,0.01318154583583,0.005698022768125,0.5,0
6,871,99.46,4,10,3,0.027554535017222,0.114190585533869,0.166666666666667,0
4,1412,36.76,9,6,0,0.002832861189802,0.026033994334278,2.25,0
3,1444,17.76,5,7,5,0.018005540166205,0.012299168975069,0.192307692307692,0
4,800,94.66,7,10,1,0.01375,0.118325,0.636363636363636,0
4,810,80.02,4,5,4,0.030864197530864,0.09879012345679,0.16,0
5,1601,83.72,9,7,5,0.001249219237976,0.052292317301686,4.5,0
1,1753,14.41,5,1,1,0.006274957216201,0.008220193953223,0.454545454545455,0
5,126,4.4,2,4,3,0.095238095238095,0.034920634920635,0.166666666666667,0
1,1509,77.05,9,5,0,0.00596421471173,0.051060304837641,1,0
1,1805,78.97,11,5,1,0.001108033240997,0.043750692520776,5.5,0
3,1524,35.09,1,8,0,0.003280839895013,0.023024934383202,0.2,0
2,759,66.07,10,9,0,0.023715415019763,0.087048748353096,0.555555555555556,0
2,932,34.86,1,8,4,0.004291845493562,0.037403433476395,0.25,0
4,1342,0.74,8,1,5,0.013412816691505,0.000551415797317,0.444444444444444,0
4,112,93.89,2,0,4,0.214285714285714,0.838303571428571,0.083333333333333,0
3,56,40.87,2,1,4,0.089285714285714,0.729821428571429,0.4,0
6,595,36.09,1,9,2,0.025210084033613,0.060655462184874,0.066666666666667,0
1,424,97.86,8,8,2,0.070754716981132,0.230801886792453,0.266666666666667,1
2,850,94.74,10,1,5,0.005882352941176,0.111458823529412,2,0
1,1314,32.61,3,10,5,0.017503805175038,0.024817351598174,0.130434782608696,1
2,335,24.87,2,2,2,0.017910447761194,0.074238805970149,0.333333333333333,0
6,643,35.93,11,10,5,0.026438569206843,0.055878693623639,0.647058823529412,0
5,1525,6.52,0,7,3,0.001967213114754,0.004275409836066,0,0
4,1383,67.25,5,0,5,0.013738250180766,0.048626174981923,0.263157894736842,0
3,1483,86.76,0,5,2,0.010114632501686,0.058503034389751,0,0
2,1355,76.25,8,1,0,0.010332103321033,0.056273062730627,0.571428571428571,0
6,961,51.32,4,7,2,0.031217481789802,0.053402705515089,0.133333333333333,0
5,1037,79.36,4,7,3,0.002892960462874,0.076528447444552,1.33333333333333,0
1,934,1.27,6,4,0,0.019271948608137,0.001359743040685,0.333333333333333,0
6,117,26.77,4,4,0,0.111111111111111,0.228803418803419,0.307692307692308,0
2,1293,97.6,8,10,4,0.011600928074246,0.075483372003094,0.533333333333333,0
6,1554,55.19,5,2,1,0.005791505791506,0.035514800514801,0.555555555555556,0
1,1047,42.31,10,4,0,0.005730659025788,0.040410697230182,1.66666666666667,0
3,833,75.35,3,9,1,0.009603841536615,0.090456182472989,0.375,0
4,1654,71.48,8,10,2,0.010882708585248,0.043216444981862,0.444444444444444,0
1,1292,18.62,7,4,1,0.003095975232198,0.014411764705882,1.75,0
1,467,93.26,6,4,3,0.047109207708779,0.199700214132762,0.272727272727273,0
6,1756,3.69,7,9,0,0.010250569476082,0.002101366742597,0.388888888888889,0
6,1626,34.49,7,8,1,0.015375153751538,0.021211562115621,0.28,0
4,949,13.41,5,3,3,0.022128556375132,0.014130663856691,0.238095238095238,0
3,1666,5,2,3,3,0.017406962785114,0.003001200480192,0.068965517241379,0
2,1789,43.78,0,6,1,0.006707657909447,0.024471771939631,0,0
2,786,30.36,10,3,3,0.008905852417303,0.038625954198473,1.42857142857143,0
5,96,86.04,3,8,3,0.15625,0.89625,0.2,0
3,1422,47.45,3,6,3,0.018284106891702,0.033368495077356,0.115384615384615,0
2,1706,27.13,4,9,3,0.002344665885111,0.015902696365768,1,0
2,1300,99.59,0,9,1,0.022307692307692,0.076607692307692,0,1
6,872,91.26,7,9,1,0.027522935779817,0.104655963302752,0.291666666666667,0
2,1793,6.71,5,7,0,0.015058561070831,0.003742331288344,0.185185185185185,0
1,1476,64.39,9,8,4,0.01219512195122,0.043624661246613,0.5,1
4,721,7.18,10,0,2,0.001386962552011,0.00995839112344,10,0
6,596,78.36,7,0,2,0.008389261744966,0.131476510067114,1.4,0
2,187,74.73,0,5,3,0.016042780748663,0.399625668449198,0,0
1,1516,98.59,1,8,1,0.019129287598945,0.065032981530343,0.03448275862069,1
5,1716,94.48,4,5,2,0.004662004662005,0.055058275058275,0.5,0
6,1457,87.56,5,2,3,0.012354152367879,0.06009608785175,0.277777777777778,0
5,1607,67.57,8,8,2,0.004978220286248,0.042047293092719,1,0
3,437,41.64,1,7,4,0.006864988558352,0.095286041189931,0.333333333333333,0
5,781,45.56,2,9,1,0.028169014084507,0.058335467349552,0.090909090909091,0
2,1099,6.87,5,9,3,0.008189262966333,0.006251137397634,0.555555555555556,0
2,380,76.39,7,5,5,0.013157894736842,0.201026315789474,1.4,0
2,176,36.53,5,3,2,0.0625,0.207556818181818,0.454545454545455,0
1,1280,14.65,10,0,3,0.0078125,0.0114453125,1,0
4,1766,83.52,7,1,5,0.013590033975085,0.047293318233296,0.291666666666667,0
1,213,29.27,4,7,0,0.061032863849765,0.137417840375587,0.307692307692308,0
2,1829,40.38,4,8,1,0.003827227993439,0.022077638053581,0.571428571428571,0
2,937,3.88,8,5,3,0.021344717182497,0.004140875133404,0.4,0
4,1757,75.91,5,10,2,0.004553215708594,0.043204325554923,0.625,0
1,174,87.7,10,0,1,0.057471264367816,0.504022988505747,1,0
1,719,52.85,2,7,2,0.037552155771905,0.073504867872045,0.074074074074074,1
4,1829,69.65,11,8,4,0.008201202843084,0.038080918534718,0.733333333333333,0
5,1615,99.49,6,10,0,0.007430340557276,0.061603715170279,0.5,0
6,401,71.24,2,7,3,0.034912718204489,0.177655860349127,0.142857142857143,0
3,1675,21.22,10,6,4,0.001791044776119,0.012668656716418,3.33333333333333,0
3,84,70.92,4,9,5,0.261904761904762,0.844285714285714,0.181818181818182,0
5,801,50.28,8,6,0,0.016229712858926,0.062771535580524,0.615384615384615,0
4,750,21.78,8,3,1,0.001333333333333,0.02904,8,0
3,1228,7.31,2,8,4,0.022801302931596,0.005952768729642,0.071428571428571,0
1,161,23.69,3,0,2,0.167701863354037,0.147142857142857,0.111111111111111,0
2,916,17.01,8,0,5,0.013100436681223,0.018569868995633,0.666666666666667,0
5,926,27.93,9,9,5,0.019438444924406,0.030161987041037,0.5,0
4,884,89.72,4,8,3,0.014705882352941,0.101493212669683,0.307692307692308,0
2,1173,92.99,0,8,5,0.019607843137255,0.079275362318841,0,0
1,1735,7.58,10,3,4,0.009798270893372,0.004368876080692,0.588235294117647,0
1,647,85.62,4,2,2,0.01854714064915,0.132333848531685,0.333333333333333,0
2,553,43.31,5,0,3,0.007233273056058,0.078318264014467,1.25,0
1,650,84.73,1,0,5,0.012307692307692,0.130353846153846,0.125,0
4,1692,61.1,6,5,4,0.011229314420804,0.036111111111111,0.315789473684211,0
6,1292,78.35,11,5,5,0.006965944272446,0.060642414860681,1.22222222222222,0
1,913,95.01,8,0,0,0.030668127053669,0.104063526834611,0.285714285714286,1
2,677,1.76,6,5,0,0.016248153618907,0.002599704579025,0.545454545454545,0
4,1655,83.13,6,8,0,0.006646525679758,0.050229607250755,0.545454545454545,0
6,1220,85.4,3,0,3,0.005737704918033,0.07,0.428571428571429,0
6,1436,72.07,0,6,5,0.010445682451254,0.050188022284123,0,0
5,1130,55.66,7,3,3,0.007964601769912,0.049256637168142,0.777777777777778,0
6,700,56.78,5,10,3,0.032857142857143,0.081114285714286,0.217391304347826,0
4,149,94.28,1,4,2,0.10738255033557,0.632751677852349,0.0625,0
3,470,47.97,11,5,1,0.057446808510638,0.102063829787234,0.407407407407407,0
1,1280,15.53,5,2,5,0.0046875,0.0121328125,0.833333333333333,0
4,1489,20.55,9,3,0,0.009402283411686,0.01380120886501,0.642857142857143,0
6,1614,51.21,7,4,5,0.018587360594796,0.031728624535316,0.233333333333333,0
6,3,7.68,2,3,0,6.66666666666667,2.56,0.1,0
6,663,57.83,6,9,3,0.028657616892911,0.087224736048266,0.315789473684211,0
2,209,82.32,8,10,4,0.076555023923445,0.393875598086124,0.5,0
1,1325,38.1,10,7,1,0.01811320754717,0.028754716981132,0.416666666666667,1
2,1526,79.95,10,0,1,0.009829619921363,0.052391874180865,0.666666666666667,0
5,434,6.34,2,6,2,0.023041474654378,0.014608294930876,0.2,0
3,651,49.17,3,7,0,0.007680491551459,0.075529953917051,0.6,0
2,1458,10.4,7,7,1,0.01440329218107,0.007133058984911,0.333333333333333,0
5,1201,79.43,2,5,2,0.01165695253955,0.066136552872606,0.142857142857143,0
5,1145,11.05,4,1,3,0.007860262008734,0.009650655021834,0.444444444444444,0
4,870,18.45,7,3,1,0.003448275862069,0.021206896551724,2.33333333333333,0
1,1798,77.97,4,6,4,0.010011123470523,0.043364849833148,0.222222222222222,0
5,1815,61.81,9,3,2,0.013774104683196,0.034055096418733,0.36,0
6,103,80.45,9,2,2,0.262135922330097,0.781067961165049,0.333333333333333,0
6,246,38.67,10,0,3,0.073170731707317,0.15719512195122,0.555555555555556,0
4,1711,38.35,2,3,5,0.017533606078317,0.022413793103448,0.066666666666667,0
5,553,41.25,10,10,0,0.047016274864376,0.074593128390597,0.384615384615385,0
6,1248,87.89,11,6,4,0.004807692307692,0.07042467948718,1.83333333333333,0
1,892,94.62,10,6,0,0.020179372197309,0.106076233183857,0.555555555555556,0
5,1481,60.4,9,5,2,0.00067521944632,0.040783254557731,9,0
6,650,32.58,9,3,0,0.029230769230769,0.050123076923077,0.473684210526316,0
5,1495,39.16,11,2,0,0.00133779264214,0.02619397993311,5.5,0
4,1692,70.17,3,9,3,0.01063829787234,0.041471631205674,0.166666666666667,0
2,131,12.21,7,7,3,0.061068702290076,0.093206106870229,0.875,0
3,954,98.87,4,0,2,0.00314465408805,0.103637316561845,1.33333333333333,0
4,423,16.55,3,5,5,0.044917257683215,0.039125295508274,0.157894736842105,0
4,1692,92.05,8,9,3,0.013002364066194,0.054403073286052,0.363636363636364,0
3,837,77.96,5,5,5,0.026284348864994,0.093142174432497,0.227272727272727,0
3,1045,49.05,7,7,2,0.02200956937799,0.046937799043062,0.304347826086957,0
2,355,61.15,6,5,0,0.084507042253521,0.172253521126761,0.2,0
